date,temperature,solar_radiation,precipitation,cloudiness,day_length_hours
2010-06-13,16.033445583333332,97.937081625,0.0625,96.25,15.726950734456995
2010-06-14,16.796362520833334,195.7999964583333,0.0375,71.16666666666667,15.737207862249155
2010-06-15,15.9342791875,111.47249870833332,0.25,85.93333350416667,15.746139679135112
2010-06-16,16.469695979166666,189.9037483333333,0.1583333333333333,100.0,15.753738439810279
2010-06-17,15.104695791666666,93.96916495833334,0.2375,100.0,15.759997742822332
2010-06-18,15.606362520833336,173.994999375,0.6291666666666668,69.3625,15.764912501538477
2010-06-19,12.225529020833331,131.57166520833334,0.0583333333333333,86.0,15.768478910929252
2010-06-20,11.714695695833331,302.11791529166663,0.0041666666666666,74.33333333333333,15.770694417154926
2010-06-21,12.773445770833334,295.2945820833333,0.0125,61.145833333333336,15.771557693529882
2010-06-22,13.879695604166663,228.099581875,0.0,37.583333333333336,15.771068623585064
2010-06-23,16.820529166666667,325.443326875,0.0,26.329166716666663,15.76922829067302
2010-06-24,18.247196041666665,333.74999291666666,0.0,4.541666679166666,15.766038973430971
2010-06-25,20.61552925,331.56207875,0.0,13.225000075,15.761504146319334
2010-06-26,21.070112291666668,328.3358304166667,0.0,7.2625001791666675,15.755628483740661
2010-06-27,21.5455291875,331.265415,0.0,13.533333425,15.748417865216993
2010-06-28,23.302612541666665,332.822915,0.0,7.441666683333334,15.739879378533223
2010-06-29,23.526362666666667,303.23041179166665,0.0125,8.758333333333333,15.73002131809904
2010-06-30,23.01219575,325.48041233333333,0.0,6.2250001625,15.718853176857635
2010-07-01,23.62969575,336.7537419166667,0.0,6.862500258333333,15.706385631344936
2010-07-02,25.144696041666663,323.66333041666667,0.0,9.379166979166667,15.692630520568445
2010-07-03,25.44761258333333,254.68833,0.0375,33.02083339166666,15.677600820133986
2010-07-04,21.54511270833333,172.2891665,0.1625,44.47916666666666,15.661310613599035
2010-07-05,21.7067795,333.89832979166664,0.0,6.041666666666667,15.643775063459428
2010-07-06,19.319696,256.7649970833333,0.0,40.037500020833335,15.625010384361818
2010-07-07,19.702195916666668,338.49665791666666,0.0,0.7500000041666667,15.605033820592897
2010-07-08,22.665112708333336,337.23583104166664,0.0,7.3,15.583863627813704
2010-07-09,25.50802920833333,298.89166416666666,0.0,19.541666795833333,15.561519054818675
2010-07-10,26.487612291666665,293.5887481666667,0.0,24.97500006,15.538020315561857
2010-07-11,25.54552920833333,313.53958083333333,0.0,8.241666708333334,15.51338853752475
2010-07-12,24.800529208333334,284.79999541666666,0.0291666666666666,29.558333418333333,15.487645673436377
2010-07-13,22.940112625,281.944580625,0.0,34.26250051666667,15.460814371517694
2010-07-14,25.730529041666667,324.6274966666667,0.0,14.995833341666668,15.432917812790672
2010-07-15,21.495945875,295.5541656666667,0.0,41.125,15.403979536442845
2010-07-16,23.61719583333333,330.1899945833333,0.0,9.566666666666666,15.37402327895827
2010-07-17,20.81761283333333,172.14083229166667,0.0083333333333333,58.20000000416667,15.343072846895913
2010-07-18,19.33677933333333,310.60999604166665,0.0,15.666666666666666,15.311152030205308
2010-07-19,19.351362541666667,315.8387465,0.0,21.08333333333333,15.278284550143862
2010-07-20,21.755112458333333,327.55707916666665,0.0,0.125,15.244494029379856
2010-07-21,24.899696083333332,313.09458083333334,0.0166666666666666,21.208333429166668,15.209803972904684
2010-07-22,20.433445958333333,144.03166583333334,0.2125,73.61250008333333,15.174237753401954
2010-07-23,15.900945791666668,60.03791558333333,0.45,83.3333335,15.137818599122218
2010-07-24,16.639695666666665,172.28916583333333,0.0249999999999999,63.41666666666666,15.100569583912973
2010-07-25,17.230528875,316.8399958333333,0.0,40.208333333333336,15.062513618716814
2010-07-26,16.33052904166667,121.59624958333336,0.2333333333333333,89.08333333333333,15.023673443419407
2010-07-27,17.846779104166668,259.2866666666667,0.2458333333333333,39.504166670833335,14.984071618191416
2010-07-28,17.860945541666666,128.41958125,0.1625,63.829166750000006,14.943730513939965
2010-07-29,16.10969575,120.44666625,0.1583333333333333,85.45833333333333,14.90267230166343
2010-07-30,16.533028916666666,277.309166625,0.0208333333333333,37.25,14.86091894067646
2010-07-31,18.909696083333333,315.2083333333333,0.0,0.3250000016666667,14.818492166394615
2010-08-01,21.76302925,283.83582866666666,0.0458333333333333,32.958333333333336,14.775413479556207
2010-08-02,18.38969575,69.902082375,0.5708333333333334,96.54166666666669,14.73170413970325
2010-08-03,17.251779250000002,168.95166491666666,0.0166666666666666,45.92916666666667,14.687385165939164
2010-08-04,18.353445833333332,268.8170825,0.0166666666666666,58.33750005416667,14.642477347489084
2010-08-05,16.001779104166665,96.11999875,0.5125,98.83333333333331,14.597001265199411
2010-08-06,16.371362375,301.2279125,0.0,17.916666666666668,14.550977321663856
2010-08-07,18.191779083333333,302.93374708333334,0.0,5.862500004166667,14.504425771075988
2010-08-08,18.861363,197.24624658333332,0.0208333333333333,34.916666666666664,14.457366731777157
2010-08-09,19.965529354166662,295.96208291666665,0.0,1.6833333708333331,14.409820160157745
2010-08-10,21.278862791666665,256.76499325000003,0.0,31.90833333333333,14.361805770341299
2010-08-11,21.055529375000003,209.63208083333333,0.0166666666666666,60.708333333333336,14.3133429014401
2010-08-12,18.11552908333333,124.8595825,0.7083333333333334,68.90833333333333,14.26445035628231
2010-08-13,18.033029083333336,199.87916375,0.0499999999999999,84.00000008333333,14.215146250116751
2010-08-14,17.616362249999998,170.50916445833334,0.5291666666666667,88.57916666833334,14.165447905484791
2010-08-15,15.537612520833331,182.26458125,0.3416666666666666,68.21666667916666,14.115371810943685
2010-08-16,14.876362333333333,75.65,0.1708333333333333,100.0,14.064933637460866
2010-08-17,17.069695791666668,107.94958333333334,0.0,100.0,14.014148290254461
2010-08-18,17.621779208333333,88.77749999999999,0.0041666666666666,86.16666666666667,13.96302997203714
2010-08-19,19.43177916666667,263.47707833333334,0.0,35.0750001375,13.911592242482637
2010-08-20,21.9721959375,230.80666375,0.0,58.41666666666666,13.859848069413122
2010-08-21,24.063029125,270.67124979166664,0.0,0.8333333333333334,13.807809873114824
2010-08-22,24.590945791666663,254.05791316666668,0.0,17.55,13.755489565856038
2010-08-23,22.520945708333333,130.904165625,0.0625,81.0833335,13.702898587594008
2010-08-24,19.184279291666662,174.92208125,0.2083333333333333,60.55833333333334,13.650047938789028
2010-08-25,18.23302908333333,264.96041395833333,0.0,23.48333341833333,13.596948211951217
2010-08-26,23.105945791666667,238.4458295833333,0.0499999999999999,54.93333345833333,13.543609623401355
2010-08-27,20.225945916666667,80.24833333333333,0.3916666666666666,95.91666666666669,13.4900420453877
2010-08-28,14.742612541666666,141.84374791666667,0.0124999999999999,55.75,13.436255037618404
2010-08-29,14.309695895833334,230.1762483333333,0.0416666666666666,77.62916666666666,13.382257877767323
2010-08-30,11.953862354166668,123.96958275,0.0625,70.08333333333333,13.328059592205348
2010-08-31,13.309695708333336,214.63833291666663,0.0,53.333333333333336,13.273668989552176
2010-09-01,13.495945629166668,256.8391654166667,0.0,0.0,13.219094699792072
2010-09-02,14.883028983333332,224.7620825,0.0,46.63750022083334,13.164345220929615
2010-09-03,16.577612708333334,242.8958320833333,0.0,32.25,13.109428973515744
2010-09-04,17.01469583333333,227.9141654166667,0.0,27.462500054166668,13.054354359543854
2010-09-05,15.563445708333331,246.8637483333333,0.0,19.508333335,12.999129815122703
2010-09-06,15.7630291875,213.26624625,0.0291666666666666,73.15000000583333,12.94376383825927
2010-09-07,16.221779104166668,92.04083125,0.3708333333333333,95.83333333333331,12.888264970403023
2010-09-08,15.797612375,96.231249375,0.3916666666666666,85.125,12.83264171939249
2010-09-09,14.243029,160.20000000000002,0.0,25.5,12.776902431852431
2010-09-10,15.732612416666669,222.9449975,0.0,25.329166666666666,12.721055145536559
2010-09-11,17.428029187499998,228.91541541666663,0.0,1.250000075,12.665107463202734
2010-09-12,17.938029041666667,214.11916666666664,0.2041666666666667,58.8375,12.609066481613246
2010-09-13,14.932612458333333,210.2624966666667,0.0041666666666666,37.02500015416667,12.552938786393632
2010-09-14,15.790112583333334,207.22166416666667,0.0,30.487500164166665,12.496730499206116
2010-09-15,15.091362479166667,76.68833233333332,0.0125,65.87916684583332,12.440447350941733
2010-09-16,14.750529145833331,192.4995825,0.0375,86.76666670833333,12.384094757104876
2010-09-17,14.408862375,191.23874625,0.0,72.62916667083333,12.327677882960325
2010-09-18,11.937195666666668,208.03749541666664,0.0,31.47500025,12.27120169669882
2010-09-19,12.2101124375,216.78916625,0.0,11.395833341666666,12.214671013526091
2010-09-20,15.174695625,214.08208333333332,0.0,0.46250001,12.158090533400966
2010-09-21,17.257612458333334,210.81874829166668,0.0,0.5750000208333333,12.101464874209631
2010-09-22,17.611779229166668,207.74083125,0.0,5.545833441666666,12.044798602614158
2010-09-23,18.44052927083333,203.25374833333333,0.0,26.97083345833333,11.98809626561682
2010-09-24,14.298028916666668,38.64083329166667,0.2833333333333333,95.933333375,11.931362425246435
2010-09-25,11.555112354166669,82.69583291666667,0.1166666666666666,98.29166666666669,11.874601696746687
2010-09-26,9.3263621875,145.0329166666667,0.0041666666666666,65.70833333333333,11.817818789005722
2010-09-27,9.506362229166667,162.42499791666668,0.0,63.083333333333336,11.761018546040077
2010-09-28,11.1880289625,173.99499833333334,0.0,85.33333333333333,11.70420598961413
2010-09-29,12.2763623125,192.31416125,0.0,16.583333375,11.64738636408716
2010-09-30,12.309278999999998,74.7229165,0.125,97.20833333333331,11.590565184594482
2010-10-01,13.060945666666669,172.51166666666666,0.0,51.49166671666666,11.533748288961508
2010-10-02,14.3780293125,115.99666583333334,0.0,85.92083334583333,11.476941892273906
2010-10-03,16.191362395833334,180.52166583333332,0.0,10.179166843333332,11.42015263976791
2010-10-04,16.767612520833335,176.99874875,0.0625,32.504166733333335,11.363387648200824
2010-10-05,15.916362354166669,166.54124833333333,0.0,34.525,11.306654520542413
2010-10-06,15.9230293125,173.84666666666666,0.0,3.9166667791666665,11.249961318889934
2010-10-07,17.363445833333333,171.43624916666667,0.0,0.8500000249999999,11.193316489990787
2010-10-08,16.703862395833333,167.28291533333334,0.0,13.479166720833334,11.136728754851434
2010-10-09,15.62594575,166.42999791666668,0.0,13.354166670833331,11.080206990163623
2010-10-10,12.602195758333332,162.05416583333331,0.0,48.18333346666666,11.023760134732095
2010-10-11,9.006362145833334,152.59791525,0.0,31.77083339583333,10.967397144613612
2010-10-12,9.42802885,159.97749875,0.0,21.45833333333333,10.911127001476297
2010-10-13,7.9684454625,140.36041666666668,0.0,38.875,10.854958760678048
2010-10-14,7.963028745833333,125.04499916666668,0.0,67.70416666833333,10.798901617599434
2010-10-15,7.812195466666666,149.07499983333332,0.0,47.98333346166667,10.742964974113821
2010-10-16,7.843028716666667,52.47291625,0.2625,100.0,10.687158496106811
2010-10-17,7.309695366666666,62.44833208333333,0.1666666666666666,100.0,10.631492160725971
2010-10-18,6.388862020833333,128.4195825,0.0,58.5,10.575976295364361
2010-10-19,7.606362124999999,93.63541458333331,0.0333333333333333,74.38333347916667,10.52062161058803
2010-10-20,6.643028620833333,60.33458166666667,0.1333333333333333,77.25,10.465439229108743
2010-10-21,4.808445308333334,137.31958037500002,0.0,31.85,10.410440713626555
2010-10-22,6.773028775,80.58208275,0.0708333333333333,70.37916668333334,10.35563809695893
2010-10-23,11.574278891666664,97.71458166666667,0.025,91.98750004166668,10.301043917139658
2010-10-24,8.550112154166667,47.13291579166667,0.1166666666666666,93.95833333333331,10.246671258240076
2010-10-25,5.726361995833333,113.95708333333334,0.0,59.458333333333336,10.192533795789625
2010-10-26,3.258445306958333,120.112915,0.0,57.7708333375,10.138645844774937
2010-10-27,7.521362175,111.06458291666668,0.0,48.12916675,10.0850224081591
2010-10-28,9.798028904166664,109.803749,0.0,42.766666720833335,10.031679223998943
2010-10-29,9.582612229166669,130.19958208333333,0.0,2.825000118333333,9.97863280921274
2010-10-30,10.048028825,78.616665375,0.0,87.74583333333334,9.925900497910549
2010-10-31,10.903028925,95.56375,0.0,71.75416667083333,9.87350047176927
2010-11-01,11.511779041666664,118.29583104166666,0.0,66.7041666725,9.82145177871571
2010-11-02,9.54969555,95.41541604166667,0.0,55.5166666975,9.769774334240632
2010-11-03,11.512195595833331,92.597082125,0.0,75.24166671249999,9.718488898578524
2010-11-04,14.362612541666666,86.29291525000001,0.0,40.47500007916667,9.667617025214446
2010-11-05,13.599278958333334,80.61916541666666,0.0,53.32916666833333,9.617180982885138
2010-11-06,12.880945666666667,95.82333333333334,0.0,64.16666678333333,9.567203662354604
2010-11-07,9.245945566666666,42.79416666666666,0.1041666666666666,99.83333333333331,9.517708485958895
2010-11-08,6.211778595833334,92.96791666666668,0.1166666666666666,80.29166666666667,9.468719337834258
2010-11-09,7.859278758333333,94.04333125,0.0,87.5,9.420260525197868
